"","text","id_str","lang","created_at","listed_count","location","user_id_str","description","followers_count","friends_count","screen_name","full_name","place_name","place_lat","place_lon","lat","lon"
"2481","we got in trouble for chanting ""we want harambe"" before the awards oops","7.82363e+17","en","Sat Oct 01 23:35:19 +0000 2016",6,NA,"250308500","Just livin the #VybeLyfe",704,455,"KyleVybe","Raleigh, NC","Raleigh",35.8439815,-78.657837,35.80079945,-78.71910815
"2482","RT @: How the Clinton-Trump Race Got Close https://t.co/G6tQiPLtMQ MSM invented scandals 4 HRC; ignored DTs @ @ ","7.82363e+17","en","Sat Oct 01 23:35:20 +0000 2016",24,NA,"4719128795","Glidewell Laboratories offers challenging opportunities across all areas of our company. Follow us to learn more!",33,196,"JoinGlidewell","Irvine, CA","Irvine",33.689732,-117.7823605,33.6839473,-117.7946942
"2483","RT @: #TrumpIsAnAbuser #Trump is already abusing America's relationships with every other country on Earth. https://t.co/LRHnPw","7.82363e+17","en","Sat Oct 01 23:35:20 +0000 2016",24,"Reno, NV","72213287","Follow this account for geo-targeted Customer Service job tweets in Reno, NV. Need help? Tweet us at @CareerArc!",276,263,"tmj_nvr_cstsrv","Nevada, USA","Nevada",38.502147,-117.0226945,39.5444839,-119.950926
"2484","RT @: Typical Hillary #BasementDwellers https://t.co/irWy8jZV0Y","7.82363e+17","en","Sat Oct 01 23:35:20 +0000 2016",8,"Las Vegas, NV","1441672692","Director of Partnership Activation at the UFC. Don't buy a pet, rescue one. Opinions are my own.",131,147,"RyanRicheal","Portland, OR","Portland",45.536402,-122.630908,45.5317,-122.66777
"2485","Spread This Now! Hillary In Panic Mode Video of Bill Clinton Surfaces That Hands Trump Millions of Votes https://t.co/Cfz3n1gtMp","7.82363e+17","en","Sat Oct 01 23:35:21 +0000 2016",58,"New Orleans / Memphis ","109456012","A #FalconsFam #Pelicans 
Strength Coach 
U of Memphis Alum 
Life Ain't Fair - Me",865,500,"JWooTV","Mississippi, USA","Mississippi",32.571032,-89.876449,34.7299,-90.1659
"2486","RT @: Ivanka Trump - My Father Is In Your Corner | Donald J. Trump For President - YouTube https://t.co/POYIxl7bdy","7.82363e+17","en","Sat Oct 01 23:35:21 +0000 2016",422,NA,"2924224280","Check out our open positions to learn how you can WORK YOUR SPIRIT at #SONIC!",347,39,"SONICjobs","Phoenix, AZ","Phoenix",33.5528625,-112.1246765,33.4655232,-112.1679406
"2487","RT @: Clinton's remarks on young voters fuel new Trump pitch https://t.co/V9aSCrquIV #FeelTheBern #Sanders2016","7.82363e+17","en","Sat Oct 01 23:35:21 +0000 2016",2,"Reno, Nv","2251659997","Infuriatingly humble food specialist. Travel nerd. Incurable vegan aficionado.  Portland maven. Living the dream every day!",22,45,"SeptembersFool","Reno, NV","Reno",39.512436,-119.827182,39.5721349,-119.7952521
"2488","Be ya friend and ya lovea #doyouMind?","7.82363e+17","en","Sat Oct 01 23:35:21 +0000 2016",85,"Houston, TX","716093454","Jobs Available at Houston Methodist Willowbrook Hospital.",134,8,"HMWBJobs","Houston, TX","Houston",29.838495,-95.4464865,29.9668033,-95.550674
"2489","Christian and I are freaking twinning ","7.82363e+17","en","Sat Oct 01 23:35:22 +0000 2016",2,"Boise, Idaho ","1013959266","Third generation writer, Comedian, and I do a little bit of singing. Subscribe to my YouTube page",73,528,"ZachStranahan","Boise, ID","Boise",43.598033,-116.238001,43.61904,-116.28215
"2490","Bernie will have the last laugh when she ""drops"" once too often,,,bugger these bank statements weigh a ton!!! https://t.co/Nc3cPbWmos","7.82363e+17","en","Sat Oct 01 23:35:23 +0000 2016",743,"Brookfield, WI","1656755029","Explore the possibilities. Across the globe, Fiserv changes the way people view financial services.",478,1,"FiservCareers","Hazelwood, MO","Hazelwood",38.7858325,-90.368933,38.7714396,-90.3709489
"2491","""Let's smoke"" -Megan","7.82363e+17","en","Sat Oct 01 23:35:23 +0000 2016",838,"United States","2841269945","This is our #jobs feed. Follow @VACareers to connect.",752,1,"JobsatVA","Colorado Springs, CO","Colorado Springs",38.8885185,-104.789327,38.8338816,-104.8213634
"2492","Trump Reaches Out to Sanders Supporters Following Leaked Clinton Audio: Trump uses Clinton remarks to reach o... https://t.co/HSDasEozrx","7.82363e+17","en","Sat Oct 01 23:35:23 +0000 2016",156,"CANADA / USA","2413106406","Build, Grow and Thrive your career with us!
----
Venez Bâtir, Grandir et Réussir votre carrière avec nous !",216,197,"UniSelectJobs","Courtenay, British Columbia","Courtenay",49.6940935,-124.982827,49.6964192,-124.9896566
"2493","MY BABY GIRL IS HERE  https://t.co/GvPXn3c2HM","7.82363e+17","en","Sat Oct 01 23:35:24 +0000 2016",9,"Colorado","263327626","Husband, father, Mormon, SF Giants fan, root beer connoisseur, geocacher, beekeeper, reluctant marathoner, product manager.",107,355,"MattMouritsen","California, USA","California",37.2691755,-119.3066075,37.615608,-122.389544
"2494","RT @: I think other thing the deplorables dont get. Normal people get scared by them. Theyre driving many ppl away from Trump","7.82363e+17","en","Sat Oct 01 23:35:24 +0000 2016",7,"Oak Lawn, IL","206925631","Weather updates, forecast, warnings and information for Oak Lawn, IL. Sources: http://OpenWeatherMap.org, NOAA, USGS.",53,14,"OakLawnIL","Oak Lawn, IL","Oak Lawn",41.708954,-87.759533,41.71,-87.76
"2495","@ Oh my!","7.82363e+17","en","Sat Oct 01 23:35:25 +0000 2016",35,"Ohio, United States","48636769","Follow us for Shopping and style improvement. We got you covered on styling,fashion news,shopping events and beauty tips.",407,418,"spreemag","Carrollwood, FL","Carrollwood",28.0591025,-82.5117855,28.07635536,-82.50759427
"2496","pee-rine u da man !!!","7.82363e+17","en","Sat Oct 01 23:35:24 +0000 2016",68,"Vancouver, BC Canada","183309750","Kitsilano's original neighborhood bar since 1989. 16 craft beers on tap and over 60 incredible whiskies!",1073,897,"SunsetGrillKits","Vancouver, British Columbia","Vancouver",49.257639,-123.123581,49.2715767,-123.1552599
"2497","Scene from down on the field after Barkley's OT touchdown run https://t.co/oLF3JYBYtR","7.82363e+17","en","Sat Oct 01 23:35:25 +0000 2016",17,"Hollywood / Vegas / HiLife","74259877","I live, breathe, bleed music - Love what you do or don't do it all all - Los Angeles Radio Programmar - Adventure Seeker - EDM",348,548,"Mealaa_Alisa","Paradise, NV","Paradise",36.0609645,-115.135165,36.09484589,-115.1716957
"2498","RT @: No, Hillary Clinton didn't insult Sanders' supporters as #BasementDwellers https://t.co/lImpLhc6xj https://t.co/XJRuLOkgDw","7.82363e+17","en","Sat Oct 01 23:35:25 +0000 2016",23,"Cudahy, WI","19007410","MDM | Read | Travel | Knit | Yoga || The more you like yourself, the less you are like anyone else, which makes you unique. -Walt Disney",372,1395,"stylishboots","Milwaukee, WI","Milwaukee",43.0567225,-87.9672925,42.99980849,-87.90169292
"2499","RT @: #UniteBlue 
#HillaryClinton's **ACTUAL** words - not some made up BS by Trump ppl to sow division
#BasementDwellers ","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",62,"International","110320728","Laura Kelly Designs",2607,1438,"LauraKellyArt","Denver, CO","Denver",39.713563,-104.9220935,39.74996976,-104.9490904
"2500","someone wife her up https://t.co/vKF1sPDXMi","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",39,"414 & ON A PLANE <U+2708>","33377374","I'd rather be absolutely ridiculous than absolutely boring <ed><U+00A0><U+00BD><ed><U+00B1><U+0084>
Snapchat: K.Hallxo <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB>",1204,705,"MsKittyPretty","Waukesha, WI","Waukesha",42.981638,-88.240004,43.03697345,-88.1778539
"2501","i wish tennessee fans would stop texting me saying that georgia sucks","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",25,"NYC","2744162003","NYC SHL driver,  and taxi activist. Lover of this great city.",471,1190,"nancysoria626","Brooklyn, NY","Brooklyn",40.655138,-73.9487755,40.67447475,-73.92547376
"2502","RT @: Hillary and the Democrats are hoping that #BasementDwellers forget about that whole RIGGED primary, with rigged vot ","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",0,"Mystic Falls","1042565174","hola",240,160,"matiassf_","Port Townsend, WA","Port Townsend",48.1211345,-122.7823765,48.10682,-122.79259
"2503","RT @: UNBELIEVABLE!! 

#CNN journalist admits
CNN censorsnews on
behalf of Crooked Hillary
Clinton's donors

#Trump2016
http","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",187,"New York City & New Jersey","42640432","Total Traffic Network delivers real-time traffic via in-car and portable navigation, broadcast media, wireless, & Internet. Call Tips Hands-Free to 212-377-7757",2455,370,"TotalTrafficNYC","North Arlington, NJ","North Arlington",40.787501,-74.127165,40.78459,-74.13624
"2504","RT @: After calling @ supporters ""deplorables"" Hillary calls Sanders supporters ""basement dwellers"" https://t.co","7.82363e+17","en","Sat Oct 01 23:35:26 +0000 2016",0,NA,"2777152017","Genius of all that is hazardous waste.  CrossFit fan and all around big guy.",7,49,"HazWasteofSpace","Virginia, USA","Virginia",38.0033755,-79.420865,37.69109609,-77.43754296
"2505","@ @ he is no Democrat","7.82363e+17","en","Sat Oct 01 23:35:27 +0000 2016",69,"Washington, DC","16478365","You can't do epic sh*t with basic people. Sr. Conf. Manager for @asaecenter. Actress, karaoke queen, book lover, beleaguered Redskins fan. All opinions mine.",783,1195,"AllyJenkinsDC","Washington, DC","Washington",38.898603,-77.0143985,38.8957386,-77.05559468
"2506","May have just put Tiphanie into labor with my celebration after that Hail Mary! #govols #justkidding #stillwaiting","7.82363e+17","en","Sat Oct 01 23:35:27 +0000 2016",6,"New York, NY","2778466725","Morehead State All-Girl Cheerleader | #BOZYBOYZ",884,839,"kaiylafranklin","Morehead, KY","Morehead",38.1815595,-83.4348345,38.18683911,-83.43340949
"2507","RT @: Female reporter: Trump called me the c-word https://t.co/YVd3UWiYIq","7.82363e+17","en","Sat Oct 01 23:35:27 +0000 2016",18,"Atlanta, GA ","128250694","I plan...I promote...I party!",671,1124,"MsPartyGirl","Ohio, USA","Ohio",40.3651595,-82.6694675,41.2192,-84.6028
"2508","There's a few of us who are just like him https://t.co/wUe9bxC81H","7.82363e+17","en","Sat Oct 01 23:35:28 +0000 2016",6,"My Own Little World","541343055","Small town girl dreaming of big things... Hockey lover, writer, feminist, raspberry black tea lemonade addict, Miami University Senior",114,371,"jordan_long27","Oxford, OH","Oxford",39.507018,-84.742402,39.50374924,-84.73707178
"2509","MY HAIR LOOKS SO GOOD AND IM@ ABOJT TO HAVE NO PLANS","7.82363e+17","en","Sat Oct 01 23:35:28 +0000 2016",46,"iPhone: 0.000000,0.000000","23558036","I am a professional drummer, music producer, and songwriter. I love music and making new friends..follow me @chipper301. I have a very fun and interesting life",2719,1183,"chipper301","Atlanta, GA","Atlanta",33.7671945,-84.433106,33.75543988,-84.37826295
"2510","RT @: Clinton shows empathy for young voters in hacked recording, but Trump critical, by @ 
https://t.co/kdKtrFfr","7.82363e+17","en","Sat Oct 01 23:35:29 +0000 2016",2,"Michigan & Beyond","409665995","A Learning Person, A Strategic Thinker, A Powerful Speaker, A Living Bridge, Lover Of God & Man",326,810,"johnmcclane12","Toronto, Ontario","Toronto",43.629311,-79.2725695,43.6810324,-79.43035841
"2511","RT @: ""What... Like with a cloth?"" ~ Hillary R Clinton. No... with Hammers &amp; Bleachbit software. #HillaryCoverup https://t.co/s","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",58,"San Fernando, CA","283646684","<ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>",7728,3756,"SarayEmme","Los Angeles, CA","Los Angeles",34.0207895,-118.4119065,34.0482,-118.253
"2512","RT @: I could have written this myself. #StrongerTogether 

https://t.co/3Tre1D8CEM","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",71,"Los Angeles, CA","395580730","Follow this account for geo-targeted Veteran job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",223,126,"tmj_lax_vets","Downey, CA","Downey",33.9376735,-118.130426,33.9287099,-118.1118134
"2513","RT @: 25% of Americans are deplorable &amp; irredeemable. 
20% are ""hopeless #BasementDwellers""
13% are ""super predators""
Who does H","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",25,"Spokane, WA","72301655","Follow this account for geo-targeted Customer Service job tweets in Spokane, WA. Need help? Tweet us at @CareerArc!",270,262,"tmj_wak_cstsrv","Spokane, WA","Spokane",47.667438,-117.434547,47.6600716,-117.4316272
"2514","RT @: No, Hillary Clinton didn't insult Sanders' supporters as #BasementDwellers https://t.co/lImpLhc6xj https://t.co/XJRuLOkgDw","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",22,"Nevada","181015249","Follow this account for geo-targeted Automotive job tweets in Nevada Non-Metro. Need help? Tweet us at @CareerArc!",147,118,"tmj_NV_auto","Henderson, NV","Henderson",36.006256,-115.038337,35.99,-115.09
"2515","RT @: @ I supported Bernie and you called me and all my college friends ""basement dwellers"", I'm voting for #Trum","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",44,NA,"846299876","Blessed husband of Maureen Cooper and Father to Tyson and Jake! Head Coach of The Penn State University! #OneTeam #B1G",3606,865,"16RobCooper","Houserville, PA","Houserville",40.825833,-77.8171205,40.8322128,-77.8243542
"2516","RT @: Hillary Clinton LEAKED AUDIO: Bernie Sanders Supporters Live In Mother's Basements - https://t.co/UjMQwsvASF  #BasementDwelle","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",50,"Utah","59989716","Follow this account for geo-targeted Retail job tweets in Utah Non-Metro. Need help? Tweet us at @CareerArc!",337,299,"tmj_ut_retail","Salem, UT","Salem",40.0543545,-111.669561,40.0530105,-111.673536
"2517","@ I gotta be all that ","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",58,"Orange County, CA","27341015","Follow this account for geo-targeted Office/Clerical job tweets in Orange County, CA. Need help? Tweet us at @CareerArc!",315,202,"tmj_cao_cler","Loma Linda, CA","Loma Linda",34.049751,-117.2483875,34.0494519,-117.2641774
"2518","The problem with Hillary is that she was NOT up at 3am, the problem with Trump is that he WAS up at 3am.
@","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",41,"San Jose, CA","21713381","Follow this account for geo-targeted Construction job tweets in San Jose, CA. Need help? Tweet us at @CareerArc!",207,175,"tmj_sjc_constru","Union City, CA","Union City",37.592159,-122.044814,37.5933918,-122.0438298
"2519","RT @: My Crazy Year with Trump: On Coveringand Being Insulted Bythe Most Unlikely Candidate in GOP Hist https://t.co/K8SAffXmrk","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",21,"Orange County, CA","120113859","Follow this account for geo-targeted Skilled Trade job tweets in Orange County, CA. Need help? Tweet us at @CareerArc!",301,286,"tmj_CAO_skltrd","Perris, CA","Perris",33.8091385,-117.220413,33.7825194,-117.2286478
"2520","RT @ #Trump Sing along with us: God made us the chosen ones! https://t.co/NPhXbfZ92g","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",68,"San Jose, CA","21836590","Follow this account for geo-targeted Education/Teaching job tweets in San Jose, CA. Need help? Tweet us at @CareerArc!",322,238,"tmj_sjc_edu","San Jose, CA","San Jose",37.331159,-121.8737305,37.3382082,-121.8863286
"2521","RT @: With Hillary's tax plan we will all be #BasementDwellers.. https://t.co/wkPMxZWYin","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",225,"Los Angeles, CA","21298575","Follow this account for geo-targeted Sales job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",741,314,"tmj_lax_sales","Burbank, CA","Burbank",34.18216,-118.325145,34.1808392,-118.3089661
"2522","Who is Hillary behind, women or her middle east clients? #bigly #Deplorables 
https://t.co/JC0eTkfc9s","7.82363e+17","en","Sat Oct 01 23:35:30 +0000 2016",31,NA,"2372520121","The Best Restaurant Opportunities In The Industry",17,6,"RRCareers","West Chester, PA","West Chester",39.95993,-75.605775,39.9606643,-75.6054882
"2523","@  Why is Trump's personal life always  NEWS? W/ALL the deceit Clinton has pulled, not a peep! U really planned 2 nail him n the end.","7.82363e+17","en","Sat Oct 01 23:35:31 +0000 2016",161,"CA, NV, AZ, CO, NM, GA, FL","4519303158","A nationwide #leader in #school-based #therapy #services. Now #hiring for rewarding #positions throughout the US!",137,108,"MTC_Jobs","Pasadena, CA","Pasadena",34.17731,-118.131964,34.1561783,-118.1528623
"2524","RT @: No, Hillary Clinton didn't insult Sanders' supporters as #BasementDwellers via Newsweek -&gt; https://t.co/iWT8kxgsqJ ","7.82363e+17","en","Sat Oct 01 23:35:32 +0000 2016",61,NA,"17869094",NA,292,443,"lolo88","Costa Mesa, CA","Costa Mesa",33.6636085,-117.9056455,33.67060281,-117.8962943
"2525","RT @: Let's be clear, I'm not voting for Hillary Clinton because she's a woman, I'm voting for an experienced and qualified perso","7.82363e+17","en","Sat Oct 01 23:35:32 +0000 2016",1,NA,"459508316",NA,47,51,"cherrun66","Pasadena, CA","Pasadena",34.17731,-118.131964,34.14423,-118.15148
"2526","RT @: Trump should ask that. https://t.co/wFwM8B3O7O","7.82363e+17","en","Sat Oct 01 23:35:33 +0000 2016",4,NA,"359600864","life's a breeze when you don't stress about the little things",269,273,"tiaratwist27","Berkeley, CA","Berkeley",37.8758455,-122.2795215,37.86806457,-122.2566278
"2527","@ But Nate Silver told me that Hillary had a 12352736373% chance of winning","7.82363e+17","en","Sat Oct 01 23:35:33 +0000 2016",4,"Salinas, CA ~ Salem, OR","1014596143","I pour my milk before I pour my cereal ••• snap: jj_lane",395,289,"jj_lane7","Salem, OR","Salem",44.935084,-123.029015,44.93728684,-123.031058
"2528","@ @ IT'S LIT","7.82363e+17","en","Sat Oct 01 23:35:33 +0000 2016",34,"Beverly, MA","995780436","The official twitter feed of Zero Gravity Basketball. Follow for all information & news on all Zero Gravity events. #ZG",7750,1836,"ZeroGravityBB","Hanover, MA","Hanover",42.1228405,-70.851774,42.123709,-70.825206
"2529","hanging with my boyfriend and his dad. https://t.co/Q8OS2xYoWx","7.82363e+17","en","Sat Oct 01 23:35:33 +0000 2016",12,"Everywhere","55400755",NA,312,603,"istephsteph","Arizona, USA","Arizona",34.1682535,-111.931711,33.72464306,-112.412281
"2530","Idk man. I just don't know https://t.co/815QX27RpZ","7.82363e+17","en","Sat Oct 01 23:35:34 +0000 2016",61,"NYC","38660572","Make books not war. <U+2764><U+FE0F>",872,588,"TeeteeintheCity","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.78694444,-73.97527778
"2531","RT @: Why is Hillary continually being caught in WOMAN-SHAMING?  First she calls them ""deplorable"" then ""irredeemable"" and now ""","7.82363e+17","en","Sat Oct 01 23:35:35 +0000 2016",19,NA,"48986914",NA,1035,2014,"reginaasaba","Bronx, NY","Bronx",40.8503475,-73.8494415,40.81792883,-73.90787302
"2532","RT @: BOOM: Megyn Kelly just issued ultimate CHALLENGE to Hillary
https://t.co/Daz4yalS2J https://t.co/XyyB5yO2mo","7.82363e+17","en","Sat Oct 01 23:35:35 +0000 2016",7,"Friendship, PA","1676053182","Don't wanna hang around the in crowd, The cool kids aren't cool to me, They're not cooler than we are. NukeRaps@Gmail.com for Booking & Features.",1519,785,"Alek_Bittingerr","Park Forest Village, PA","Park Forest Village",40.8028355,-77.904653,40.81712978,-77.89807909
"2533","RT @: Somehow this seems different from the Times' coverage of lives saved by the Clinton Foundation. https://t.co/AN9VGgR7nL","7.82363e+17","en","Sat Oct 01 23:35:36 +0000 2016",7,"NJ ","705797902","beauty and lifestyle blogger | after all, life goes on avid tea drinker + track runner kissesfromjess@gmail.com",406,295,"jessciarcz","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.71009848,-73.98481432
"2534","RT @: The REAL 3 AM Phone Call.
#Trump #3amPhoneCall #KellyanneConway #NeverTrump https://t.co/6n0h6klzjG","7.82363e+17","en","Sat Oct 01 23:35:36 +0000 2016",549,"ÜT: 40.776226,-74.043411","9334052","Mobile blogger, heavy metal listener, guitar player, concert attender, sports car driver, tech lover, and frequent observer and reporter of human behavior.",9606,1331,"phonescooper","Manhattan, NY","Manhattan",40.780709,-73.9685415,40.75987811,-73.97975636
"2535","@ Those hillbillies are the luckiest team ever.","7.82363e+17","en","Sat Oct 01 23:35:36 +0000 2016",2,"Piedmont//Weatherford ","321173654","Lover of Jesus, a good cup of coffee, & fall weather. SWOSU Nursing • Eta Iota Sigma.",937,628,"ashleighseale","Weatherford, OK","Weatherford",35.538063,-98.675733,35.53590454,-98.71100612
"2536","This woman doesn't even pay her OWN staff equally...  Where do the LIES stop????   Oh yeah... and @ https://t.co/fjCHGImFWP","7.82363e+17","en","Sat Oct 01 23:35:36 +0000 2016",36,"NYC - PHL","510927906","I'm known for being charismatic, efficiently organized & focused on the end results. #Sheraton #Drexel Alum #PhiSigmaSigma",399,270,"AriellaBarshay","Ventnor City, NJ","Ventnor City",39.3416105,-74.483061,39.34311049,-74.47536485
"2537","RT @: The Basket of Deplorables would like to invite the Basement Dwellers onto the Trump Train to vote for ","7.82363e+17","en","Sat Oct 01 23:35:36 +0000 2016",14,"New Orleans, LA","57448223","Writer/Photographer/Sometimes Blogger. I like to think of myself as a realist but what is reality really? #mypersonalbrandofcrazy #mpboc",131,124,"buttaflibabyRB","New Orleans, LA","New Orleans",29.982601,-90.011008,29.9728,-90.059
"2538","@ my choice is to build @ and denying Hillary my vote","7.82363e+17","en","Sat Oct 01 23:35:37 +0000 2016",1,"Indianpolis, Indiana ","378404077","Editorial/Film Stylist, MUAH, Color Specialist. My place to talk hair and other stuff. Call (317) 432-8384 or Email Chie.Sharp@Gmail.com to make an appt.",40,72,"PerpetuallyChie","Chicago, IL","Chicago",41.8335845,-87.732013,41.9531849,-87.7770516
"2539","@ hey Flo..... can you help me out with your cronies @ ?? ""Payment, payment"" over and over. Bad company policy.","7.82363e+17","en","Sat Oct 01 23:35:37 +0000 2016",15,NA,"441115721","sc | royaltyk.1 <U+2728> hairstylist <U+2728>call/text 267 581 0090.",1559,595,"KIMpletely_ME","Irondale, GA","Irondale",33.476161,-84.3601525,33.47763475,-84.34569645
"2540","@ lol word to MUVA","7.82363e+17","en","Sat Oct 01 23:35:39 +0000 2016",26,"Atlanta, GA","49537362","If you dont like football, dont follow. Clemson alum. Follow @_SportsTrust for news and updates about all our clients in the NFL <ed><U+00A0><U+00BC><ed><U+00BF><U+0088> IG @jacki_d",1809,521,"jacki_d","Clemson, SC","Clemson",34.6939215,-82.8152355,34.67926351,-82.84384958
"2541","RT @: Here is how Trump REALLY treated Alicia M.  The entire Hillary fat-shaming story is a LIE!!!

https://t.co/6r8U25yU3R","7.82363e+17","en","Sat Oct 01 23:35:39 +0000 2016",26,"Everywhere, Minnesota","25318837","Contact: <U+2709>iamillphatic@gmail.com <U+260E>575.742.8421",6595,460,"Illphatic","Shakopee, MN","Shakopee",44.778726,-93.49034,44.78819423,-93.48670852
"2542","RT @: WOW Jus heard Bern Will B Campaigning 4 Hillary Clinton in Iowa!??Hes Ok wit Her calling his supporters ","7.82363e+17","en","Sat Oct 01 23:35:39 +0000 2016",16,"NEW YORK - NEW YORK","359605162","URBAN LEGEND/LIVING ICON/HOOD CELEB WITH GOOD CRED/THE DOING IT FAMILY GWOP GANG-GUERRILLA GANG DEFINITELY D.I.F-FERENT: http://t.co/nQP4SxFlWU",1497,1613,"WillieBDoingItI","Bronx, NY","Bronx",40.8503475,-73.8494415,40.85126613,-73.91486664
"2543","RT @: Jon Voight: Google Working for Hillary #Hillary #TruePundit

https://t.co/wn53tlinG7","7.82363e+17","en","Sat Oct 01 23:35:39 +0000 2016",6,NA,"3312656375","Northwestern University Punter #96 • #TGBTG • Dedicated Student-Athlete, Aspiring DJ, Amateur Golfer, Part-time Sneakerhead, & Athletics Enthusiast • Phil 4:13",223,220,"HunterNiswander","Iowa City, IA","Iowa City",41.6473535,-91.537062,41.658611,-91.551111
"2544","Lowkey giggling everytime this broadcast mentions ""Cliff Pu""  #BARvsLDN","7.82363e+17","en","Sat Oct 01 23:35:39 +0000 2016",38,NA,"9672802","Photographer; Father; cycling, Retailer; Gamer; Lurker. AKA: AceGmr; PS2Ace; E_G; Hey You; That Guy.",493,1026,"EGHtown","Houston, TX","Houston",29.838495,-95.4464865,29.74527781,-95.35628
"2545","Man I really gotta go to an LSU game!!!!!","7.82363e+17","en","Sat Oct 01 23:35:40 +0000 2016",2,"Indiana ","430317021","I partied with @Courtney",748,1918,"tommylee_blanco","Washington, DC","Washington",38.898603,-77.0143985,38.88680186,-77.03257274
"2546","Meet The Young Virginia Democrat That Registered 19 Dead People To Vote For Hillary - Tea Party News https://t.co/MAPeOSyarD","7.82363e+17","en","Sat Oct 01 23:35:40 +0000 2016",22,"Nashville, TN","156140304","Official Michigan State University Alumni Club of Nashville. MSU Alumni & Friends Welcome! Official Hashtag: #NashSpartans",523,333,"NashSpartans","Nashville, TN","Nashville",36.200008,-86.791549,36.15312941,-86.78344287
"2547","I liked a @ video from @ https://t.co/m9lU4bfbFt 10 Shocking Things You Didn't Know About Hillary Clinton!","7.82363e+17","en","Sat Oct 01 23:35:40 +0000 2016",14,"Orange, Texas","361930793","The depth in which you love will determine the width in which you serve, consequently it also effects the height of your leadership. #gobigandgohome",124,85,"joshualange82","Texas, USA","Texas",31.1688935,-100.0768885,29.3937,-95.2716
"2548","@ v @ - Canada Series Vancouver.  @ I can smell your fear from here https://t.co/edrAeCwYDh","7.82363e+17","en","Sat Oct 01 23:35:40 +0000 2016",16,"540","97103796","Paramedic/Firefighter if you read this, tweet me why. Thanks, you are the best.",394,667,"mybadideas","Virginia, USA","Virginia",38.0033755,-79.420865,37.2595,-79.8542
"2549","RT @: The lax security of the refugee program is indefensible &amp; endangering to all Americans. #tcot https://t.co/SP7nCbSWVS","7.82363e+17","en","Sat Oct 01 23:35:40 +0000 2016",4,"Franklin, WI","248035746","Weather updates, forecast, warnings and information for Franklin, WI. Sources: http://OpenWeatherMap.org, NOAA, USGS.",75,13,"FranklinWI","Franklin, WI","Franklin",42.8943045,-88.009557,42.89,-88.04
"2550","RT @: Tweet me if you were threatened or assaulted for being a Trump supporter. #Clinton","7.82363e+17","en","Sat Oct 01 23:35:41 +0000 2016",0,"United States","2877344046","16, Norco College, Cali mermaid, Glitter Squad, cosplay, makeup artist, youtuber, vine, aerialist, Disney, Double Trouble Productions",125,189,"mykieboo12","Anaheim, CA","Anaheim",33.842863,-117.851089,33.81224332,-117.9188776
"2551","@ when can you fly out?","7.82363e+17","en","Sat Oct 01 23:35:41 +0000 2016",11,"Locale: In the Middle of You ","860942005","Photog - I'll shoot you!",307,196,"BuddhaTree8p","Tampa, FL","Tampa",27.9965945,-82.442694,27.932219,-82.454994
"2552","RT @: @ No, it's not, it singles out Sanders millennials, not Hillary millennials, as voting out of a pathetic condit","7.82363e+17","en","Sat Oct 01 23:35:42 +0000 2016",660,"Florida","107210762","Staffing and Recruiting Leader",521,1026,"GDKN","Lebanon, PA","Lebanon",40.3378345,-76.421399,40.3409251,-76.4113497
"2553","RT @: ""There is no contest. Vote Hillary."" @ Editorial Board https://t.co/KMTokLw76Q #FLTogether #ImWithHer https://t.co","7.82363e+17","en","Sat Oct 01 23:35:42 +0000 2016",1,NA,"134480757",NA,83,145,"mross35","Tucson, AZ","Tucson",32.1893905,-110.9155735,32.27514192,-110.9778594
"2554","RT @: @ you will be a champion for American families! We love you so much President Donald Trump! https://t.co/","7.82363e+17","en","Sat Oct 01 23:35:42 +0000 2016",25,"Los Angeles, CA","22427335","Follow this account for geo-targeted IT-QA job tweets in Los Angeles, CA. Need help? Tweet us at @CareerArc!",277,193,"tmj_lax_itqa","El Segundo, CA","El Segundo",33.9166485,-118.400264,33.9150066,-118.4046264
